id,gold,topic,SVM_prediction,BETO_prediction,RoBERTuito_prediction,GPT-4.1-mini_prediction,GPT-4o-mini_prediction,Qwen2.5-7B_prediction,SVM_correct,BETO_correct,RoBERTuito_correct,GPT-4.1-mini_correct,GPT-4o-mini_correct,Qwen2.5-7B_correct,n_model_correct,n_model_errors,error_rate,difficulty_group
1335956634800185088,hs,racism,hs,nhs,nhs,nhs,nhs,nhs,1,0,0,0,0,0,1,5,0.8333333333333334,hard
1348586651866509312,hs,racism,nhs,nhs,nhs,hs,nhs,nhs,0,0,0,1,0,0,1,5,0.8333333333333334,hard
1376701176754880512,hs,racism,nhs,nhs,nhs,hs,nhs,nhs,0,0,0,1,0,0,1,5,0.8333333333333334,hard
1378833851150172160,hs,racism,nhs,nhs,nhs,hs,nhs,nhs,0,0,0,1,0,0,1,5,0.8333333333333334,hard
1435343821055873024,hs,racism,nhs,nhs,nhs,hs,nhs,nhs,0,0,0,1,0,0,1,5,0.8333333333333334,hard
1570093026331983872,hs,racism,hs,nhs,nhs,nhs,nhs,nhs,1,0,0,0,0,0,1,5,0.8333333333333334,hard
1657714768059289600,hs,racism,nhs,nhs,nhs,hs,nhs,nhs,0,0,0,1,0,0,1,5,0.8333333333333334,hard
1316785660016156672,nhs,lgbt,hs,nhs,nhs,hs,hs,hs,0,1,1,0,0,0,2,4,0.6666666666666666,hard
1323791414896087040,hs,lgbt,hs,nhs,nhs,hs,nhs,nhs,1,0,0,1,0,0,2,4,0.6666666666666666,hard
1324562223885361152,hs,lgbt,nhs,nhs,nhs,hs,hs,nhs,0,0,0,1,1,0,2,4,0.6666666666666666,hard
1326011236732071936,nhs,lgbt,nhs,hs,hs,hs,hs,nhs,1,0,0,0,0,1,2,4,0.6666666666666666,hard
1327610647211864064,hs,lgbt,hs,nhs,nhs,hs,nhs,nhs,1,0,0,1,0,0,2,4,0.6666666666666666,hard
1330104255848587264,hs,lgbt,nhs,nhs,nhs,hs,hs,nhs,0,0,0,1,1,0,2,4,0.6666666666666666,hard
1334180781288288256,hs,lgbt,nhs,nhs,nhs,hs,hs,nhs,0,0,0,1,1,0,2,4,0.6666666666666666,hard
1366796605693779968,hs,lgbt,hs,nhs,nhs,hs,nhs,nhs,1,0,0,1,0,0,2,4,0.6666666666666666,hard
1381290744569327616,hs,lgbt,nhs,nhs,nhs,hs,nhs,hs,0,0,0,1,0,1,2,4,0.6666666666666666,hard
1391075426873790464,hs,lgbt,nhs,nhs,hs,hs,nhs,nhs,0,0,1,1,0,0,2,4,0.6666666666666666,hard
1397857603741421568,nhs,lgbt,hs,hs,nhs,hs,hs,nhs,0,0,1,0,0,1,2,4,0.6666666666666666,hard
1398339025073840128,hs,lgbt,nhs,nhs,nhs,hs,hs,nhs,0,0,0,1,1,0,2,4,0.6666666666666666,hard
1410568872315531264,nhs,lgbt,hs,hs,nhs,hs,hs,nhs,0,0,1,0,0,1,2,4,0.6666666666666666,hard
1417033810286366720,nhs,lgbt,nhs,hs,hs,hs,hs,nhs,1,0,0,0,0,1,2,4,0.6666666666666666,hard
1427769710209294336,nhs,lgbt,hs,nhs,nhs,hs,hs,hs,0,1,1,0,0,0,2,4,0.6666666666666666,hard
1432886648879058944,hs,lgbt,nhs,nhs,nhs,hs,hs,nhs,0,0,0,1,1,0,2,4,0.6666666666666666,hard
1442265403439390720,hs,lgbt,nhs,nhs,nhs,hs,hs,nhs,0,0,0,1,1,0,2,4,0.6666666666666666,hard
1474064890679676928,nhs,lgbt,hs,hs,nhs,hs,hs,nhs,0,0,1,0,0,1,2,4,0.6666666666666666,hard
1495203585885364224,hs,lgbt,nhs,nhs,nhs,hs,hs,nhs,0,0,0,1,1,0,2,4,0.6666666666666666,hard
1507649927723237376,hs,lgbt,nhs,nhs,nhs,hs,hs,nhs,0,0,0,1,1,0,2,4,0.6666666666666666,hard
1509868177966223360,nhs,lgbt,hs,nhs,nhs,hs,hs,hs,0,1,1,0,0,0,2,4,0.6666666666666666,hard
1558951657202798592,hs,lgbt,hs,nhs,nhs,nhs,hs,nhs,1,0,0,0,1,0,2,4,0.6666666666666666,hard
1587234166713753600,hs,lgbt,hs,nhs,nhs,hs,nhs,nhs,1,0,0,1,0,0,2,4,0.6666666666666666,hard
1610310671773597696,nhs,lgbt,nhs,hs,hs,hs,hs,nhs,1,0,0,0,0,1,2,4,0.6666666666666666,hard
1624442856231383040,hs,lgbt,nhs,nhs,nhs,hs,hs,nhs,0,0,0,1,1,0,2,4,0.6666666666666666,hard
1625416149520334848,hs,lgbt,nhs,hs,nhs,hs,nhs,nhs,0,1,0,1,0,0,2,4,0.6666666666666666,hard
1651496701822218240,nhs,lgbt,nhs,hs,nhs,hs,hs,hs,1,0,1,0,0,0,2,4,0.6666666666666666,hard
1593002094449287168,hs,obesity,nhs,nhs,nhs,hs,hs,nhs,0,0,0,1,1,0,2,4,0.6666666666666666,hard
1593707317278670848,hs,obesity,nhs,nhs,nhs,hs,hs,nhs,0,0,0,1,1,0,2,4,0.6666666666666666,hard
1596802267755483136,hs,obesity,nhs,hs,hs,nhs,nhs,nhs,0,1,1,0,0,0,2,4,0.6666666666666666,hard
1601884905486815232,nhs,obesity,nhs,nhs,hs,hs,hs,hs,1,1,0,0,0,0,2,4,0.6666666666666666,hard
1602134175800168448,nhs,obesity,nhs,hs,hs,hs,hs,nhs,1,0,0,0,0,1,2,4,0.6666666666666666,hard
1605637895825420288,hs,obesity,hs,hs,nhs,nhs,nhs,nhs,1,1,0,0,0,0,2,4,0.6666666666666666,hard
1608405953946296320,hs,obesity,hs,nhs,nhs,hs,nhs,nhs,1,0,0,1,0,0,2,4,0.6666666666666666,hard
1612723681674805248,nhs,obesity,hs,hs,hs,nhs,hs,nhs,0,0,0,1,0,1,2,4,0.6666666666666666,hard
1613658041794322432,nhs,obesity,hs,nhs,hs,hs,hs,nhs,0,1,0,0,0,1,2,4,0.6666666666666666,hard
1613706530259337216,nhs,obesity,hs,nhs,hs,hs,hs,nhs,0,1,0,0,0,1,2,4,0.6666666666666666,hard
1613909873795923968,hs,obesity,nhs,nhs,hs,nhs,hs,nhs,0,0,1,0,1,0,2,4,0.6666666666666666,hard
1614695024071147520,hs,obesity,nhs,nhs,nhs,hs,hs,nhs,0,0,0,1,1,0,2,4,0.6666666666666666,hard
1616308692676132864,nhs,obesity,hs,nhs,hs,hs,hs,nhs,0,1,0,0,0,1,2,4,0.6666666666666666,hard
1621771721144672256,hs,obesity,nhs,nhs,nhs,hs,hs,nhs,0,0,0,1,1,0,2,4,0.6666666666666666,hard
1626922617499271168,hs,obesity,hs,hs,nhs,nhs,nhs,nhs,1,1,0,0,0,0,2,4,0.6666666666666666,hard
1632614252585295872,hs,obesity,hs,hs,nhs,nhs,nhs,nhs,1,1,0,0,0,0,2,4,0.6666666666666666,hard
1633022716377694208,nhs,obesity,nhs,hs,hs,hs,hs,nhs,1,0,0,0,0,1,2,4,0.6666666666666666,hard
1633507993525395456,hs,obesity,hs,hs,nhs,nhs,nhs,nhs,1,1,0,0,0,0,2,4,0.6666666666666666,hard
1271951999106519040,hs,racism,nhs,nhs,nhs,hs,hs,nhs,0,0,0,1,1,0,2,4,0.6666666666666666,hard
1288142793458802688,hs,racism,nhs,nhs,nhs,hs,hs,nhs,0,0,0,1,1,0,2,4,0.6666666666666666,hard
1312809727026491392,hs,racism,nhs,nhs,nhs,hs,hs,nhs,0,0,0,1,1,0,2,4,0.6666666666666666,hard
1315764088509734912,hs,racism,hs,nhs,nhs,nhs,hs,nhs,1,0,0,0,1,0,2,4,0.6666666666666666,hard
1326056739142299648,nhs,racism,hs,nhs,hs,hs,nhs,hs,0,1,0,0,1,0,2,4,0.6666666666666666,hard
1327095996036296704,hs,racism,hs,nhs,nhs,hs,nhs,nhs,1,0,0,1,0,0,2,4,0.6666666666666666,hard
1328895689082998784,nhs,racism,nhs,hs,nhs,hs,hs,hs,1,0,1,0,0,0,2,4,0.6666666666666666,hard
1333753825333829632,hs,racism,hs,hs,nhs,nhs,nhs,nhs,1,1,0,0,0,0,2,4,0.6666666666666666,hard
1464098608748318720,hs,racism,nhs,nhs,nhs,hs,hs,nhs,0,0,0,1,1,0,2,4,0.6666666666666666,hard
1465399623120568320,nhs,racism,nhs,nhs,hs,hs,hs,hs,1,1,0,0,0,0,2,4,0.6666666666666666,hard
1494573404837531648,nhs,racism,nhs,hs,nhs,hs,hs,hs,1,0,1,0,0,0,2,4,0.6666666666666666,hard
1610914389187502080,hs,racism,nhs,nhs,hs,hs,nhs,nhs,0,0,1,1,0,0,2,4,0.6666666666666666,hard
1636693043381170176,hs,racism,hs,nhs,nhs,hs,nhs,nhs,1,0,0,1,0,0,2,4,0.6666666666666666,hard
1646536402841026560,hs,racism,nhs,nhs,nhs,hs,hs,nhs,0,0,0,1,1,0,2,4,0.6666666666666666,hard
1319745415890173952,nhs,lgbt,hs,nhs,hs,hs,nhs,nhs,0,1,0,0,1,1,3,3,0.5,moderate
1319940368444592128,nhs,lgbt,hs,nhs,nhs,hs,hs,nhs,0,1,1,0,0,1,3,3,0.5,moderate
1326688609802575872,nhs,lgbt,nhs,nhs,nhs,hs,hs,hs,1,1,1,0,0,0,3,3,0.5,moderate
1340763489053401088,hs,lgbt,nhs,nhs,nhs,hs,hs,hs,0,0,0,1,1,1,3,3,0.5,moderate
1342469252108922880,hs,lgbt,nhs,hs,nhs,hs,hs,nhs,0,1,0,1,1,0,3,3,0.5,moderate
1349868461598638080,hs,lgbt,nhs,nhs,nhs,hs,hs,hs,0,0,0,1,1,1,3,3,0.5,moderate
1358400075689517056,hs,lgbt,nhs,nhs,nhs,hs,hs,hs,0,0,0,1,1,1,3,3,0.5,moderate
1368818697628958720,hs,lgbt,nhs,hs,hs,hs,nhs,nhs,0,1,1,1,0,0,3,3,0.5,moderate
1374406118860984320,nhs,lgbt,nhs,hs,hs,hs,nhs,nhs,1,0,0,0,1,1,3,3,0.5,moderate
1375022383896129536,hs,lgbt,nhs,hs,hs,hs,nhs,nhs,0,1,1,1,0,0,3,3,0.5,moderate
1376232059077804032,nhs,lgbt,hs,nhs,nhs,hs,hs,nhs,0,1,1,0,0,1,3,3,0.5,moderate
1384825897514119168,hs,lgbt,nhs,nhs,nhs,hs,hs,hs,0,0,0,1,1,1,3,3,0.5,moderate
1446885684380413952,hs,lgbt,nhs,nhs,hs,hs,hs,nhs,0,0,1,1,1,0,3,3,0.5,moderate
1447607120904531968,hs,lgbt,nhs,nhs,nhs,hs,hs,hs,0,0,0,1,1,1,3,3,0.5,moderate
1453648054314315776,hs,lgbt,hs,nhs,nhs,hs,hs,nhs,1,0,0,1,1,0,3,3,0.5,moderate
1473689785462140928,hs,lgbt,nhs,nhs,nhs,hs,hs,hs,0,0,0,1,1,1,3,3,0.5,moderate
1495097907028140032,hs,lgbt,nhs,nhs,nhs,hs,hs,hs,0,0,0,1,1,1,3,3,0.5,moderate
1496153980233261056,hs,lgbt,nhs,nhs,hs,hs,hs,nhs,0,0,1,1,1,0,3,3,0.5,moderate
1500006624022437888,hs,lgbt,nhs,nhs,hs,hs,hs,nhs,0,0,1,1,1,0,3,3,0.5,moderate
1544357978706284544,hs,lgbt,nhs,nhs,nhs,hs,hs,hs,0,0,0,1,1,1,3,3,0.5,moderate
1556588885819510784,hs,lgbt,nhs,nhs,nhs,hs,hs,hs,0,0,0,1,1,1,3,3,0.5,moderate
1572945035624345600,hs,lgbt,nhs,nhs,hs,hs,hs,nhs,0,0,1,1,1,0,3,3,0.5,moderate
1590312992503394304,hs,lgbt,nhs,nhs,hs,hs,hs,nhs,0,0,1,1,1,0,3,3,0.5,moderate
1598429924251017216,hs,lgbt,nhs,nhs,nhs,hs,hs,hs,0,0,0,1,1,1,3,3,0.5,moderate
1615773344082665472,hs,lgbt,hs,hs,nhs,hs,nhs,nhs,1,1,0,1,0,0,3,3,0.5,moderate
1630773038068248576,nhs,lgbt,hs,hs,nhs,hs,nhs,nhs,0,0,1,0,1,1,3,3,0.5,moderate
1641854003389530112,hs,lgbt,hs,nhs,hs,nhs,nhs,hs,1,0,1,0,0,1,3,3,0.5,moderate
1652035736160313344,hs,lgbt,nhs,hs,nhs,hs,hs,nhs,0,1,0,1,1,0,3,3,0.5,moderate
1592965085911056384,nhs,obesity,nhs,nhs,hs,hs,hs,nhs,1,1,0,0,0,1,3,3,0.5,moderate
1595330864812101632,hs,obesity,nhs,nhs,nhs,hs,hs,hs,0,0,0,1,1,1,3,3,0.5,moderate
1596901421516931072,nhs,obesity,hs,nhs,nhs,hs,hs,nhs,0,1,1,0,0,1,3,3,0.5,moderate
1597115718566178816,hs,obesity,hs,hs,hs,nhs,nhs,nhs,1,1,1,0,0,0,3,3,0.5,moderate
1597840875693940736,hs,obesity,hs,hs,hs,nhs,nhs,nhs,1,1,1,0,0,0,3,3,0.5,moderate
1599424292361732096,nhs,obesity,hs,nhs,hs,hs,nhs,nhs,0,1,0,0,1,1,3,3,0.5,moderate
1600420389313617920,hs,obesity,nhs,hs,nhs,hs,hs,nhs,0,1,0,1,1,0,3,3,0.5,moderate
1603294030023966720,hs,obesity,hs,hs,nhs,hs,nhs,nhs,1,1,0,1,0,0,3,3,0.5,moderate
1615098871289630720,hs,obesity,nhs,hs,hs,nhs,hs,nhs,0,1,1,0,1,0,3,3,0.5,moderate
1615364025562415104,nhs,obesity,nhs,hs,hs,nhs,hs,nhs,1,0,0,1,0,1,3,3,0.5,moderate
1620090688049418240,hs,obesity,nhs,nhs,hs,hs,hs,nhs,0,0,1,1,1,0,3,3,0.5,moderate
1631658383211220992,hs,obesity,nhs,hs,hs,hs,nhs,nhs,0,1,1,1,0,0,3,3,0.5,moderate
1632757762743578624,hs,obesity,nhs,nhs,hs,hs,hs,nhs,0,0,1,1,1,0,3,3,0.5,moderate
1633890564998307840,hs,obesity,hs,nhs,hs,hs,nhs,nhs,1,0,1,1,0,0,3,3,0.5,moderate
1642705448519303168,hs,obesity,hs,nhs,nhs,hs,hs,nhs,1,0,0,1,1,0,3,3,0.5,moderate
1273903296411992064,hs,racism,hs,nhs,nhs,hs,hs,nhs,1,0,0,1,1,0,3,3,0.5,moderate
1296431654555267072,hs,racism,nhs,hs,nhs,hs,hs,nhs,0,1,0,1,1,0,3,3,0.5,moderate
1298993691957194752,hs,racism,hs,hs,nhs,nhs,nhs,hs,1,1,0,0,0,1,3,3,0.5,moderate
1367641940846649344,nhs,racism,nhs,nhs,nhs,hs,hs,hs,1,1,1,0,0,0,3,3,0.5,moderate
1391915754094833664,nhs,racism,nhs,nhs,nhs,hs,hs,hs,1,1,1,0,0,0,3,3,0.5,moderate
1499560973178482688,hs,racism,nhs,nhs,nhs,hs,hs,hs,0,0,0,1,1,1,3,3,0.5,moderate
1600396991065825280,hs,racism,nhs,hs,hs,hs,nhs,nhs,0,1,1,1,0,0,3,3,0.5,moderate
1273312654946426880,hs,lgbt,hs,nhs,nhs,hs,hs,hs,1,0,0,1,1,1,4,2,0.3333333333333333,moderate
1327310471884574720,hs,lgbt,nhs,hs,hs,hs,nhs,hs,0,1,1,1,0,1,4,2,0.3333333333333333,moderate
1332322141396733952,nhs,lgbt,nhs,hs,hs,nhs,nhs,nhs,1,0,0,1,1,1,4,2,0.3333333333333333,moderate
1332881237225005056,nhs,lgbt,hs,nhs,nhs,hs,nhs,nhs,0,1,1,0,1,1,4,2,0.3333333333333333,moderate
1339129304169517056,hs,lgbt,hs,nhs,nhs,hs,hs,hs,1,0,0,1,1,1,4,2,0.3333333333333333,moderate
1346231285686132736,nhs,lgbt,nhs,nhs,nhs,hs,hs,nhs,1,1,1,0,0,1,4,2,0.3333333333333333,moderate
1377305640750682112,hs,lgbt,nhs,nhs,hs,hs,hs,hs,0,0,1,1,1,1,4,2,0.3333333333333333,moderate
1383510663654383616,hs,lgbt,hs,nhs,nhs,hs,hs,hs,1,0,0,1,1,1,4,2,0.3333333333333333,moderate
1394035224766554112,hs,lgbt,nhs,nhs,hs,hs,hs,hs,0,0,1,1,1,1,4,2,0.3333333333333333,moderate
1401239194295574528,hs,lgbt,hs,hs,nhs,hs,hs,nhs,1,1,0,1,1,0,4,2,0.3333333333333333,moderate
1405588974354186240,hs,lgbt,nhs,hs,nhs,hs,hs,hs,0,1,0,1,1,1,4,2,0.3333333333333333,moderate
1412563247111225344,nhs,lgbt,nhs,nhs,nhs,hs,hs,nhs,1,1,1,0,0,1,4,2,0.3333333333333333,moderate
1420386133075169280,hs,lgbt,nhs,hs,nhs,hs,hs,hs,0,1,0,1,1,1,4,2,0.3333333333333333,moderate
1465036377117110272,hs,lgbt,nhs,nhs,hs,hs,hs,hs,0,0,1,1,1,1,4,2,0.3333333333333333,moderate
1483657131123376128,hs,lgbt,nhs,hs,nhs,hs,hs,hs,0,1,0,1,1,1,4,2,0.3333333333333333,moderate
1489382683662716928,nhs,lgbt,nhs,nhs,nhs,hs,hs,nhs,1,1,1,0,0,1,4,2,0.3333333333333333,moderate
1497466224866959360,nhs,lgbt,nhs,nhs,nhs,hs,hs,nhs,1,1,1,0,0,1,4,2,0.3333333333333333,moderate
1502340058321494016,hs,lgbt,nhs,hs,nhs,hs,hs,hs,0,1,0,1,1,1,4,2,0.3333333333333333,moderate
1546093464475078656,nhs,lgbt,hs,nhs,nhs,hs,nhs,nhs,0,1,1,0,1,1,4,2,0.3333333333333333,moderate
1568602365036752896,hs,lgbt,nhs,hs,hs,hs,hs,nhs,0,1,1,1,1,0,4,2,0.3333333333333333,moderate
1586077465319198720,nhs,lgbt,nhs,nhs,nhs,hs,hs,nhs,1,1,1,0,0,1,4,2,0.3333333333333333,moderate
1587875639520108544,hs,lgbt,nhs,nhs,hs,hs,hs,hs,0,0,1,1,1,1,4,2,0.3333333333333333,moderate
1615175963926753280,hs,lgbt,nhs,nhs,hs,hs,hs,hs,0,0,1,1,1,1,4,2,0.3333333333333333,moderate
1653624441773989888,nhs,lgbt,hs,nhs,nhs,nhs,hs,nhs,0,1,1,1,0,1,4,2,0.3333333333333333,moderate
1592726714735468544,hs,obesity,hs,nhs,hs,hs,hs,nhs,1,0,1,1,1,0,4,2,0.3333333333333333,moderate
1593526688167518208,nhs,obesity,nhs,hs,hs,nhs,nhs,nhs,1,0,0,1,1,1,4,2,0.3333333333333333,moderate
1593671665237561344,nhs,obesity,hs,nhs,hs,nhs,nhs,nhs,0,1,0,1,1,1,4,2,0.3333333333333333,moderate
1597434025186316288,nhs,obesity,nhs,nhs,nhs,hs,hs,nhs,1,1,1,0,0,1,4,2,0.3333333333333333,moderate
1598020805144637440,hs,obesity,nhs,nhs,hs,hs,hs,hs,0,0,1,1,1,1,4,2,0.3333333333333333,moderate
1603421802323222528,hs,obesity,nhs,hs,hs,hs,hs,nhs,0,1,1,1,1,0,4,2,0.3333333333333333,moderate
1605518445868711936,hs,obesity,hs,hs,hs,nhs,hs,nhs,1,1,1,0,1,0,4,2,0.3333333333333333,moderate
1606161785710592000,hs,obesity,hs,nhs,hs,hs,hs,nhs,1,0,1,1,1,0,4,2,0.3333333333333333,moderate
1606724883462897664,nhs,obesity,nhs,nhs,nhs,hs,hs,nhs,1,1,1,0,0,1,4,2,0.3333333333333333,moderate
1609901981195448320,nhs,obesity,nhs,nhs,hs,hs,nhs,nhs,1,1,0,0,1,1,4,2,0.3333333333333333,moderate
1612435291842691072,nhs,obesity,nhs,hs,hs,nhs,nhs,nhs,1,0,0,1,1,1,4,2,0.3333333333333333,moderate
1614186291314270208,hs,obesity,nhs,hs,hs,hs,hs,nhs,0,1,1,1,1,0,4,2,0.3333333333333333,moderate
1614986580086689792,hs,obesity,nhs,hs,hs,hs,hs,nhs,0,1,1,1,1,0,4,2,0.3333333333333333,moderate
1617079821883871232,hs,obesity,hs,nhs,nhs,hs,hs,hs,1,0,0,1,1,1,4,2,0.3333333333333333,moderate
1617821901711343616,nhs,obesity,hs,nhs,hs,nhs,nhs,nhs,0,1,0,1,1,1,4,2,0.3333333333333333,moderate
1618352852988203008,nhs,obesity,nhs,hs,hs,nhs,nhs,nhs,1,0,0,1,1,1,4,2,0.3333333333333333,moderate
1619530359355609088,nhs,obesity,hs,hs,nhs,nhs,nhs,nhs,0,0,1,1,1,1,4,2,0.3333333333333333,moderate
1620154433874300928,nhs,obesity,nhs,nhs,hs,nhs,hs,nhs,1,1,0,1,0,1,4,2,0.3333333333333333,moderate
1629789108632469504,hs,obesity,hs,nhs,hs,hs,hs,nhs,1,0,1,1,1,0,4,2,0.3333333333333333,moderate
1636528461127774208,nhs,obesity,nhs,hs,hs,nhs,nhs,nhs,1,0,0,1,1,1,4,2,0.3333333333333333,moderate
1645725862732394496,hs,obesity,nhs,hs,hs,hs,hs,nhs,0,1,1,1,1,0,4,2,0.3333333333333333,moderate
1271347054456066048,nhs,racism,nhs,hs,hs,nhs,nhs,nhs,1,0,0,1,1,1,4,2,0.3333333333333333,moderate
1281238254155636736,hs,racism,hs,hs,hs,hs,nhs,nhs,1,1,1,1,0,0,4,2,0.3333333333333333,moderate
1289973221257863168,hs,racism,nhs,hs,hs,hs,nhs,hs,0,1,1,1,0,1,4,2,0.3333333333333333,moderate
1307364094748565504,hs,racism,nhs,hs,hs,hs,hs,nhs,0,1,1,1,1,0,4,2,0.3333333333333333,moderate
